Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
4/17/2006 9:55,node 111,DIMM,1 pdt entry on dimms 2A and 0A,DIAGNOSTICS
4/17/2006 9:57,node 204,DISK,replaced 73gb hdd sdb,REPLACE
4/17/2006 9:59,node 299,DISK,replaced 73gb hdd sde,REPLACE
4/17/2006 10:01,node 504,DISK,replaced 73gb hdd sdi,REPLACE
4/17/2006 10:03,node 609,DIMM,1 pdt entry on dimm 2A,DIAGNOSTICS
4/17/2006 10:04,node 650,OS,All diagnostics passed,DIAGNOSTICS
4/17/2006 10:06,node 741,DIMM,cleared logs diagnostics passed,DIAGNOSTICS
4/17/2006 10:07,node 790,DIMM,43 pdt entries on dimm 5B,DIAGNOSTICS
4/17/2006 10:09,node 806,DIMM,cleared logs diagnostics passed,DIAGNOSTICS
4/17/2006 10:13,node 875,DIMM,cleared logs diagnostics passed,DIAGNOSTICS
4/17/2006 10:18,node 876,DIMM,1 pdt entry on dimms 0B and 5B,DIAGNOSTICS
4/18/2006 10:21,node 321,DISK,replaced 36gb hdd sda,REPLACE
4/18/2006 10:23,node 406,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
4/18/2006 10:25,node 406,DISK,replaced 73gb hdd sdi,REPLACE
4/19/2006 10:28,node 72,DISK,replaced 73gb hdd sdf,REPLACE
4/19/2006 10:30,node 183,DISK,replaced 73gb hdd sdc,REPLACE
4/19/2006 10:31,node 183,DISK,replaced 73gb hdd sde,REPLACE
4/19/2006 10:33,node 471,DIMM,2 pdt entries on dimm 1A,DIAGNOSTICS
4/19/2006 10:34,node 535,DISK,replaced 73gb hdd sdg,REPLACE
4/19/2006 10:36,node 900,CPU,replaced cpu0,REPLACE
4/20/2006 10:57,node 329,DISK,replaced 73gb hdd sdh,REPLACE
4/21/2006 10:58,node 61,DISK,replaced 73gb hdd sde,REPLACE
4/21/2006 11:00,node 316,DISK,replaced 73gb hdd sdh,REPLACE
4/21/2006 11:02,node 399,DISK,replaced 73gb hdd sdi,REPLACE
4/21/2006 11:04,node 464,DISK,replaced 73gb hdd sdb,REPLACE
4/17/2006 9:02,Lustre Storage System 05,HSV,replaced 72gb hdd 4/5,REPLACE
4/18/2006 9:04,Lustre Storage System 18,HSV,replaced 72gb hdd 6/8,REPLACE
4/18/2006 9:06,Lustre Storage System 32,HSV,replaced 72gb hdd 9/11,REPLACE
4/21/2006 9:08,Console Switch 62,CNTLR,rebooted cts62,REBOOT
4/24/2006 9:10,node 85,DISK,replaced 73gb hdd sdg,REPLACE
4/24/2006 9:14,node 239,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
4/24/2006 9:15,node 259,DIMM,2 pdt entries on dimm 0A 1 pdt entry on dimm 1A and 1B,DIAGNOSTICS
4/24/2006 9:17,node 323,CPU,replaced cpu0,REPLACE
4/24/2006 9:19,node 323,DISK,replaced 73gb hdd sdg,REPLACE
4/24/2006 9:21,node 345,DISK,replaced 73gb hdd sdh,REPLACE
4/24/2006 9:24,node 500,DISK,replaced 73gb hdd sdb,REPLACE
4/24/2006 9:26,node 538,DISK,replaced 73gb hdd sde,REPLACE
4/24/2006 9:29,node 596,OS,diagnostics passed,DIAGNOSTICS
4/24/2006 9:33,node 697,DIMM,1 pdt entry on dimms 0B 3A and 4B,DIAGNOSTICS
4/25/2006 9:35,node 235,DISK,replaced 73gb hdd sdb,REPLACE
4/25/2006 9:40,node 471,DISK,replaced 73gb hdd sdi,REPLACE
4/25/2006 9:42,node 504,DISK,replaced 73gb hdd sdb,REPLACE
4/25/2006 9:43,node 504,DIMM,1 pdt entry on dimms 0B and 1A,DIAGNOSTICS
4/25/2006 9:45,node 964,DIMM,relaced dimm 3B,REPLACE
4/25/2006 9:51,Lustre Storage System 23,HSV,replaced 72gb hdd 9/8,REPLACE
4/25/2006 9:53,Lustre Storage System 28,HSV,replaced 72gb hdd 7/14,REPLACE
4/26/2006 10:08,node 902,DISK,replaced 36gb hdd sda,REPLACE
4/27/2006 7:39,node 449,CPU,replaced cpu1,REPLACE
4/27/2006 7:41,node 819,DIMM,11 pdt entries on dimm 1A,DIAGNOSTICS
4/27/2006 7:42,node 894,OS,diagnostics passed,DIAGNOSTICS
4/28/2006 7:45,node 449,DISK,replaced 73gb hdd sdb,REPLACE
4/28/2006 7:47,node 571,OS,diagnostics passed,DIAGNOSTICS
4/28/2006 7:49,node 572,OS,diagnostics passed,DIAGNOSTICS
4/28/2006 7:50,node 573,OS,diagnostics passed,DIAGNOSTICS
4/28/2006 7:51,node 934,OS,diagnostics passed,DIAGNOSTICS
5/1/2006 8:24,node 143,DISK,replaced 73gb hdd sde,REPLACE
5/1/2006 8:26,node 203,DIMM,1 pdt entry on dimms 3A and 3B 2 pdt entries on dimm 0B,DIAGNOSTICS
5/1/2006 8:28,node 464,CABLE,replaced external scsi cable and terminator,REPLACE
5/1/2006 8:30,node 509,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
5/1/2006 8:32,Lustre Storage System 04,HSV,replaced 72gb hdd 1/4,REPLACE
5/2/2006 8:44,node 428,OS,all diagnostics passed,DIAGNOSTICS
5/2/2006 8:46,node 467,OS,all diagnostics passed,DIAGNOSTICS
5/2/2006 8:47,node 978,CPU,replaced cpu1,REPLACE
5/2/2006 8:49,Lustre Storage System 20,HSV,replaced 72gb hdd 15/10,REPLACE
5/2/2006 8:51,Lustre Storage System 32,HSV,replaced 72gb hdd 9/2,REPLACE
5/3/2006 9:12,node 245,DIMM,5 pdt entries on dimm 1A 21 pdt entries on dimm 1B,DIAGNOSTICS
5/3/2006 9:14,node 557,OS,all diagnostics passed,DIAGNOSTICS
5/5/2006 9:21,node 150,CPU,replaced cpu0,REPLACE
5/5/2006 9:23,node 292,DIMM,43 pdt entries on dimm 2B,DIAGNOSTICS
5/5/2006 9:24,node 406,DISK,replaced 73gb hdd sdi,REPLACE
5/5/2006 9:27,node 414,CPU,replaced cpu0,REPLACE
5/5/2006 9:29,node 541,DIMM,1 pdt entry on dimm 2A,DIAGNOSTICS
5/5/2006 9:30,Lustre Storage System 24,HSV,replaced 72gb hdd 2/8,REPLACE
5/8/2006 9:34,node 19,DISK,replaced 73gb hdd sdi,REPLACE
5/8/2006 9:36,node 64,DISK,replaced 73gb hdd sdf,REPLACE
5/8/2006 9:37,node 66,CPU,all diagnostics passed,DIAGNOSTICS
5/8/2006 9:42,node 170,DISK,replaced 73gb hdd sdc,REPLACE
5/8/2006 9:44,node 193,DISK,replaced 73gb hdd sdg,REPLACE
5/8/2006 9:45,node 206,DISK,replaced 73gb hdd sdf,REPLACE
5/8/2006 9:48,node 483,CPU,replaced cpu1,REPLACE
5/8/2006 9:49,Console Switch 62,CNTLR,reboot cts62,REBOOT
5/9/2006 7:56,node 19,OS,software image problem,UPDATE_SW
5/9/2006 7:58,node 64,OS,software image problem,UPDATE_SW
5/9/2006 8:00,node 66,OS,software image problem,UPDATE_SW
5/9/2006 8:02,node 193,OS,software image problem,UPDATE_SW
5/9/2006 8:04,node 460,CPU,replaced cpu1,REPLACE
5/9/2006 8:05,node 576,DIMM,1 pdt entry on dimm 3B 33 pdt entries on dimm 4B,DIAGNOSTICS
5/9/2006 8:07,node 837,DIMM,1 pdt entry on dimms 0B and 5B,DIAGNOSTICS
5/9/2006 8:09,node 850,DIMM,replaced 512mb dimm 4B,REPLACE
5/9/2006 8:11,Console Switch 62,MISC,replaced cts62,REPLACE
5/9/2006 8:14,Console Switch 79,MISC,replaced cts79,REPLACE
5/10/2006 9:48,node 165,DISK,replaced 73gb hdd sdb,REPLACE
5/10/2006 9:50,node 223,DISK,replaced 73gb hdd sde,REPLACE
5/10/2006 9:51,node 435,DISK,replaced 73gb hdd sdc,REPLACE
5/10/2006 9:53,node 721,OS,all diagnostics passed,DIAGNOSTICS
5/10/2006 9:54,node 722,OS,all diagnostics passed,DIAGNOSTICS
5/10/2006 9:55,node 723,OS,all diagnostics passed,DIAGNOSTICS
5/10/2006 9:57,node 724,OS,all diagnostics passed,DIAGNOSTICS
5/10/2006 9:58,node 731,OS,all diagnostics passed,DIAGNOSTICS
5/10/2006 9:59,node 762,DIMM,1 pdt entry on dimm 5B,DIAGNOSTICS
5/11/2006 10:05,node 284,DIMM,2 pdt entries on dimm 3A 7 pdt entries on dimm 3B,DIAGNOSTICS
5/12/2006 10:20,node 84,DIMM,1 pdt entry on dimms 0B and 3A,DIAGNOSTICS
5/12/2006 10:23,node 210,DIMM,1 pdt entry on dimms 0A and 2B,DIAGNOSTICS
5/12/2006 10:25,node 319,DIMM,2 pdt entries on dimm 3B 1 pdt entry on dimms 2B and 3A,DIAGNOSTICS
5/12/2006 10:26,node 544,OS,diagnostics passed,DIAGNOSTICS
5/12/2006 10:29,node 549,OS,diagnostics passed,DIAGNOSTICS
5/12/2006 10:30,node 550,OS,diagnostics passed,DIAGNOSTICS
5/12/2006 10:31,node 554,OS,diagnostics passed,DIAGNOSTICS
5/12/2006 10:33,node 555,OS,diagnostics passed,DIAGNOSTICS
5/12/2006 10:34,node 561,OS,diagnostics passed,DIAGNOSTICS
5/12/2006 10:35,node 566,DISK,replaced 36gb hdd sda,REPLACE
5/12/2006 10:37,node 960,DIMM,replaced 512mb dimm 4B,REPLACE
5/12/2006 10:41,node 45,DISK,replaced 73gb hdd sdf,REPLACE
5/12/2006 10:43,node 71,DISK,replaced 73gb hdd sdh,REPLACE
5/12/2006 10:44,node 90,DISK,replaced 73gb hdd sdi,REPLACE
5/12/2006 10:45,node 206,DISK,replaced 73gb hdd sdh,REPLACE
5/12/2006 10:47,node 256,DISK,replaced 73gb hdd sde,REPLACE
5/12/2006 10:48,node 282,DISK,replaced 73gb hdd sdh,REPLACE
5/12/2006 10:50,node 282,DISK,replaced 73gb hdd sdg,REPLACE
5/12/2006 10:51,node 307,DISK,replaced 73gb hdd sdg,REPLACE
5/12/2006 10:54,node 327,DISK,replaced 73gb hdd sdb,REPLACE
5/12/2006 10:55,node 491,DISK,replaced 73gb hdd sde,REPLACE
5/12/2006 10:57,node 525,DISK,replaced 36gb hdd sda,REPLACE
5/12/2006 10:58,node 743,DISK,replaced 36gb hdd sda,REPLACE
5/12/2006 11:00,node 896,DISK,replaced 36gb hdd sdb,REPLACE
5/15/2006 12:00,node 13,DISK,replaced 73gb hdd sde,REPLACE
5/15/2006 12:03,node 15,DISK,replaced 73gb hdd sdh,REPLACE
5/15/2006 12:05,node 37,DISK,replaced 73gb hdd sdb,REPLACE
5/15/2006 12:06,node 39,DISK,replaced 73gb hdd sdb,REPLACE
5/15/2006 12:08,node 95,DISK,replaced 73gb hdd sdc,REPLACE
5/15/2006 12:09,node 98,DISK,replaced 73gb hdd sde,REPLACE
5/15/2006 12:10,node 99,DISK,replaced 73gb hdd sdg,REPLACE
5/15/2006 12:12,node 119,DISK,replaced 73gb hdd sdf,REPLACE
5/15/2006 12:13,node 131,DISK,replaced 73gb hdd sdb,REPLACE
5/15/2006 12:14,node 133,DISK,replaced 73gb hdd sdb,REPLACE
5/15/2006 12:16,node 157,DISK,replaced 73gb hdd sdh,REPLACE
5/15/2006 12:17,node 221,DIMM,1 pdt entry on dimms 1A and 1B,DIAGNOSTICS
5/15/2006 12:19,node 247,DIMM,1 pdt entry on dimm 2A,DIAGNOSTICS
5/15/2006 12:20,node 256,DISK,replaced 73gb hdd sdb,REPLACE
5/15/2006 12:22,node 277,DISK,replaced 73gb hdd sde,REPLACE
5/15/2006 12:23,node 277,DISK,replaced 73gb hdd sdb,REPLACE
5/15/2006 12:25,node 291,DISK,replaced 73gb hdd sdc,REPLACE
5/15/2006 12:26,node 367,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:28,node 368,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:29,node 369,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:30,node 370,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:32,node 371,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:33,node 373,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:35,node 375,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:36,node 377,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:38,node 379,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:39,node 382,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:41,node 383,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:42,node 384,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:43,node 439,DIMM,1 pdt entry on dimms 0B and 1B 2 pdt entries on dimm 2A,DIAGNOSTICS
5/15/2006 12:45,node 518,DISK,replaced 73gb hdd sdc,REPLACE
5/15/2006 12:46,node 521,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:48,node 543,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:50,node 544,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:51,node 549,DIMM,1 pdt entry on dimm 0B,DIAGNOSTICS
5/15/2006 12:53,node 550,DISK,replaced 73gb hdd sdh,REPLACE
5/15/2006 12:54,node 554,UNKNOWN,kevin rebooted,REBOOT
5/15/2006 12:55,node 555,DISK,replaced 73gb hdd sdi,REPLACE
5/15/2006 13:00,node 885,OS,rebooted,REBOOT
5/15/2006 13:01,node 914,CPU,replaced cpu1,REPLACE
5/15/2006 13:03,node 953,CPU,replaced cpu0,REPLACE
5/16/2006 9:02,node 0,OS,reboot system,REBOOT
5/16/2006 9:04,node 283,CPU,replaced cpu0,REPLACE
5/16/2006 9:09,node 482,DISK,replaced 73gb hdd sde,REPLACE
5/16/2006 9:10,node 509,DISK,replaced 36gb hdd sdd,REPLACE
5/16/2006 9:12,node 793,OS,diagnostics passed reimage,DIAGNOSTICS
5/16/2006 9:13,node 809,OS,diagnostics passed reimage,DIAGNOSTICS
5/17/2006 9:18,node 216,DISK,replaced 73gb hdd sdg,REPLACE
5/17/2006 9:19,node 399,CABLE,replaced cable,REPLACE
5/16/2006 9:21,node 129,DISK,replaced 73gb hdd sdi,REPLACE
5/17/2006 9:26,Lustre Storage System 05,HSV,replaced 72gb hdd 3/11,REPLACE
5/19/2006 9:33,node 253,DISK,replaced 73gb hdd sdc,REPLACE
5/19/2006 9:34,Quadrics Switch 0 Node Level 03,ELAN4,replaced power supply B,REPLACE
5/19/2006 9:36,node 532,MISC,replaced pdu,REPLACE
5/22/2006 9:40,node 190,CABLE,replaced scsi cable,REPLACE
5/22/2006 9:42,node 288,DISK,replaced 73gb hdd sdh,REPLACE
5/22/2006 9:45,node 362,DISK,replaced 73gb hdd sdg,REPLACE
5/22/2006 9:46,node 858,PLATFORM,replaced system board,REPLACE
5/24/2006 9:55,node 64,DISK,replaced 36gb hdd sda,REPLACE
5/24/2006 10:14,node 113,OS,diagnostics passed reimage,DIAGNOSTICS
5/24/2006 10:17,node 165,DISK,replaced 36gb hdd,REPLACE
5/24/2006 10:18,node 263,DISK,replaced 73gb hdd,REPLACE
5/24/2006 10:19,node 296,DIMM,1 pdt entry pn dimms 1A and 3A 2 pdt entries on 0B,DIAGNOSTICS
5/24/2006 10:21,node 394,DISK,replaced 73gb hdd sdh,REPLACE
5/24/2006 10:23,node 431,CPU,replaced cpu0,REPLACE
5/24/2006 10:26,node 454,DISK,replaced 73gb hdd sde,REPLACE
5/24/2006 10:27,node 773,CPU,diagnostics passed,DIAGNOSTICS
5/24/2006 10:29,node 909,OS,diagnostics passed reboot,REBOOT
5/24/2006 10:30,Lustre Storage System 02,HSV,replaced 72gb hdd 7/4,REPLACE
5/25/2006 10:34,node 135,DISK,replaced 73gb hdd sdb,REPLACE
5/25/2006 10:35,node 220,DISK,replaced 36gb hdd sdd,REPLACE
5/25/2006 10:36,node 867,DIMM,2 pdt entries on dimm 0A,DIAGNOSTICS
5/26/2006 10:38,node 197,OS,diagnostics passed reboot,REBOOT
5/30/2006 10:45,node 4,DISK,replaced 73gb hdd sde,REPLACE
5/30/2006 10:46,node 127,PS,replaced power supply,REPLACE
5/30/2006 10:48,node 130,DIMM,1pdt entry on dimms 0A and 1A,DIAGNOSTICS
5/30/2006 10:49,node 143,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
5/30/2006 10:51,node 165,OS,diagnostics passed reimage,DIAGNOSTICS
5/30/2006 10:53,node 296,DIMM,2 pdt entries on dimm 0B 1 pdt entry on dimms 1A and 3A,DIAGNOSTICS
5/30/2006 10:55,node 463,DISK,replaced 73gb hdd sdh,REPLACE
5/30/2006 10:56,node 464,DISK,replaced 73gb hdd sde,REPLACE
5/30/2006 10:58,node 467,CPU,all diagnostics passed,DIAGNOSTICS
5/30/2006 10:59,node 478,DISK,replaced 73gb hdd sdf,REPLACE
5/30/2006 11:01,node 542,DISK,replaced 73gb hdd sdb,REPLACE
5/30/2006 11:03,node 564,DISK,replaced 73gb hdd sdg,REPLACE
5/30/2006 11:05,node 847,DIMM,3 pdt entries on dimm 2B 2 pdt entries on dimm 3B,DIAGNOSTICS
5/31/2006 11:25,node 431,OS,reimage and reboot,REBOOT
5/31/2006 11:27,node 539,DISK,replaced 73gb hdd sdf,REPLACE
5/31/2006 11:28,node 551,OS,reimage and reboot,REBOOT
6/1/2006 8:43,node 249,DISK,replaced 73gb hdd sdf,REPLACE
6/1/2006 8:44,node 538,DIMM,1 pdt entry on dimms 0A and 2B,DIAGNOSTICS
6/1/2006 8:46,node 963,DIMM,replaced 512mb dimm 3A,REPLACE
6/1/2006 8:51,Lustre Storage System 32,HSV,replaced 72gb hdd 11/1,REPLACE
6/2/2006 8:59,node 525,DISK,replaced 73gb hdd sdf,REPLACE
6/2/2006 9:01,node 541,SCSI_BP,replaced scsi backplane,REPLACE
6/2/2006 9:03,Lustre Storage System 04,HSV,replaced 72gb hdd 15/14,REPLACE
6/2/2006 9:04,Lustre Storage System 10,HSV,replaced controler A,REPLACE
6/5/2006 9:10,node 95,DIMM,1 pdt entry on dimm 1B,DIAGNOSTICS
6/5/2006 9:12,node 200,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
6/5/2006 9:13,Lustre Storage System 15,HSV,replaced blower 1 on hsv15,REPLACE
6/5/2006 9:15,Home Storage System 4,HSV,replaced 72gb hdd 1/6,REPLACE
6/6/2006 9:18,node 319,DIMM,1 pdt entry on dimm 1B,DIAGNOSTICS
6/6/2006 9:19,node 414,DISK,replaced 73gb hdd sdb,REPLACE
6/6/2006 9:21,node 455,DISK,replaced 73gb hdd sdg,REPLACE
6/7/2006 9:24,node 324,DISK,replaced 73gb hdd sdf,REPLACE
6/7/2006 9:26,node 344,DISK,replaced 73gb hdd sdi,REPLACE
6/7/2006 9:27,node 541,PLATFORM,replaced system board,REPLACE
6/7/2006 9:29,node 593,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
6/7/2006 9:31,node 809,CPU,replaced cpu1,REPLACE
6/9/2006 9:34,node 189,DISK,replaced 73gb hdd sdc,REPLACE
6/9/2006 9:35,node 375,DISK,replaced 73gb hdd sdc,REPLACE
6/9/2006 9:37,node 509,CNTLR,replaced top ds2100,REPLACE
6/12/2006 10:19,node 98,DISK,replaced 73gb hdd sdh,REPLACE
6/12/2006 10:21,node 165,DISK,replaced 36gb hdd sda,REPLACE
6/12/2006 10:22,node 253,DISK,replaced 73gb hdd sdc,REPLACE
6/12/2006 10:23,node 337,DISK,replaced 73gb hdd sdc,REPLACE
6/12/2006 10:25,node 433,DIMM,1 pdt entry on dimms 0A and 2B,DIAGNOSTICS
6/12/2006 10:26,Lustre Storage System 26,HSV,replaced 72gb hdd 5/12,REPLACE
6/13/2006 10:29,node 663,DIMM,1 pdt entry on dimms 2B and 4A,DIAGNOSTICS
6/13/2006 10:30,Lustre Storage System 04,HSV,replaced 72gb hdd 17/12,REPLACE
6/13/2006 10:32,Lustre Storage System 24,HSV,replaced 72gb hdd 2/3,REPLACE
6/14/2006 10:36,node 81,DIMM,1 pdt entry on dimm 0A 1 pddt entry on dimm 3A,DIAGNOSTICS
6/14/2006 10:37,node 723,CPU,all diagnostics passed,DIAGNOSTICS
6/15/2006 10:40,node 383,DISK,replaced 73gb hdd sdh,REPLACE
6/15/2006 10:41,node 701,DIMM,1 pdt entry on dimm 1A and 4B,DIAGNOSTICS
6/15/2006 10:42,node 760,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
6/16/2006 10:46,node 165,CNTLR,replaced ds2100,REPLACE
6/16/2006 10:48,node 188,DISK,replaced 73gb hdd sdc,REPLACE
6/16/2006 10:49,node 364,DIMM,1 pdt entry on dimms 0A 1A 1B and 2A,DIAGNOSTICS
6/16/2006 10:51,node 479,DISK,replaced 73gb hdd sdh,REPLACE
6/16/2006 10:52,node 505,CABLE,replaced scsi cable,REPLACE
6/16/2006 10:53,node 549,DISK,replaced 73gb hdd sdb,REPLACE
6/16/2006 10:55,Lustre Storage System 09,HSV,replaced 72gb hdd 1/11,REPLACE
6/19/2006 9:22,node 199,DISK,replaced 73gb hdd sde,REPLACE
6/19/2006 9:23,node 422,DISK,replaced 73gb hdd sdg,REPLACE
6/19/2006 9:25,node 512,DISK,replaced 73gb hdd sdb,REPLACE
6/19/2006 9:26,node 783,DIMM,1 pdt entry on dimm 2B,DIAGNOSTICS
6/19/2006 9:33,node 842,DIMM,1 pdt entry on dimms 0A 0B and 3B,DIAGNOSTICS
6/21/2006 9:40,node 151,PS,replaced power supply,REPLACE
6/21/2006 9:42,node 170,ELAN4,reseated quadrics cable diagnostics passed,RESEAT
6/21/2006 9:44,node 203,ELAN4,reseated quadrics cables diagnostics passed,RESEAT
6/21/2006 9:45,node 215,ELAN4,reseated quadrics cables diagnostics passed,RESEAT
6/21/2006 9:47,node 220,ELAN4,reseated quadrics cables diagnostics passed,RESEAT
6/21/2006 9:48,node 300,PS,replaced power supply,REPLACE
6/21/2006 9:50,node 480,DISK,replaced 73gb hdd sde,REPLACE
6/21/2006 9:51,test node 5,DISK,replaced 73gb hdd sdc,REPLACE
6/23/2006 10:05,node 13,DISK,replaced 73gb hdd sdi,REPLACE
6/23/2006 10:06,node 425,DISK,replaced 73gb hdd sdg,REPLACE
6/23/2006 10:07,node 540,CPU,replaced cpu1,REPLACE
6/23/2006 10:09,Lustre Storage System 27,HSV,replaced 72gb hdd 9/5,REPLACE
6/23/2006 10:10,Home Storage System 7,HSV,replaced 72gb hdd 10/13,REPLACE
6/28/2006 8:31,node 22,DISK,replaced 73gb hdd sde ,REPLACE
6/28/2006 8:32,node 118,DISK,replaced 73gb hdd sdc,REPLACE
6/28/2006 9:09,node 366,DIMM,2 pdt entries on dimm 1A,DIAGNOSTICS
6/28/2006 9:10,node 471,DIMM,2 pdt entries on dimm 1A,DIAGNOSTICS
6/28/2006 9:15,node 599,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
6/28/2006 9:16,node 657,DIMM,8 pdt entries on dimm 0B 7 on 2B 5 on 4B 1 on 5A,DIAGNOSTICS
6/28/2006 9:23,node 700,CPU,all diagnostics passed,DIAGNOSTICS
6/28/2006 9:24,Lustre Storage System 05,HSV,replaced 72gb hdd 1/4,REPLACE
6/28/2006 9:27,Lustre Storage System 17,HSV,replaced 72gb hdd 1/6,REPLACE
6/29/2006 9:31,node 17,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
6/29/2006 9:32,node 184,ELAN4,replaced elan4 card,REPLACE
6/29/2006 9:34,Lustre Storage System 13,HSV,replaced 72gb hdd 3/1,REPLACE
6/29/2006 9:36,Lustre Storage System 13,HSV,replaced 72gb hdd 3/12,REPLACE
6/29/2006 9:37,Lustre Storage System 28,HSV,replaced 72gb hdd 6/5,REPLACE
6/30/2006 9:38,node 248,DISK,replaced 73gb hdd sde,REPLACE
7/5/2006 10:32,node 54,DIMM,1 pdt entry on dimms 1B and 2B,DIAGNOSTICS
7/5/2006 10:34,node 186,DISK,replaced 36gb hdd sdd,REPLACE
7/5/2006 10:37,node 242,DISK,replaced 73gb hdd sdg,REPLACE
7/5/2006 10:38,node 280,DIMM,2 pdt entries on dimm 3B,DIAGNOSTICS
7/5/2006 10:40,node 335,DISK,replaced 73gb hdd sdh,REPLACE
7/5/2006 10:41,node 353,DISK,replaced 73gb hdd sdb,REPLACE
7/5/2006 10:42,node 413,DISK,replaced 73gb hdd sdg,REPLACE
7/5/2006 10:43,node 471,DIMM,2 pdt entries on dimm 1A,DIAGNOSTICS
7/5/2006 10:45,node 556,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
7/5/2006 10:48,node 646,CPU,all diagnostics passed,DIAGNOSTICS
7/5/2006 10:50,node 800,DIMM,7 pdt entries on dimm 4B 2 on 2A 1 on 1B,DIAGNOSTICS
7/5/2006 10:52,Lustre Storage System 14,HSV,replaced drive 72gb 7/12,REPLACE
7/6/2006 10:56,node 419,DISK,replaced 73gb hdd sdc,REPLACE
7/6/2006 10:59,node 471,DIMM,2 pdt entries on dimm 1A,DIAGNOSTICS
7/6/2006 11:02,node 516,OS,reboot diagnostics passed,REBOOT
7/6/2006 11:04,node 517,OS,reboot all diagnostics passed,REBOOT
7/6/2006 11:05,node 517,DISK,replaced 73gb hdd sdb,REPLACE
7/6/2006 11:08,node 770,DIMM,1 pdt entry on dimms 1A and 5B,DIAGNOSTICS
7/6/2006 11:09,node 813,CPU,all diagnostics passed,DIAGNOSTICS
7/7/2006 11:11,node 498,CPU,all diagnostics passed,DIAGNOSTICS
7/10/2006 11:15,node 404,DISK,replaced 73gb hdd sdc,REPLACE
7/10/2006 11:16,node 466,DISK,replaced 73gb hdd sdi,REPLACE
7/10/2006 11:18,node 471,DIMM,2 pdt entries on dimm 1A,DIAGNOSTICS
7/10/2006 11:19,node 757,CPU,replaced cpu0,REPLACE
7/10/2006 11:21,node 806,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
7/10/2006 11:22,node 882,DIMM,1 pdt entry on dimm 5B,DIAGNOSTICS
7/11/2006 11:25,node 12,DISK,replaced 73gb hdd sdh,REPLACE
7/11/2006 11:27,node 262,DIMM,replaced 1gb dimm 3A,REPLACE
7/11/2006 11:28,node 891,CPU,replaced cpu0,REPLACE
7/11/2006 11:29,node 935,PLATFORM,replaced system board,REPLACE
7/12/2006 8:13,node 263,DISK,replaced 36gb hdd sdd,REPLACE
7/12/2006 8:14,node 471,CPU,replaced cpu1,REPLACE
7/12/2006 8:16,Lustre Storage System 13,HSV,replaced Gbic on loop 2B controler B,REPLACE
7/13/2006 8:22,node 44,OS,reboot all diagnostics passed,REBOOT
7/13/2006 8:23,node 100,DISK,replaced 73gb hdd sdi,REPLACE
7/13/2006 8:25,node 472,CNTLR,replaced ds2100,REPLACE
7/13/2006 8:26,node 498,CPU,replaced cpu1,REPLACE
7/13/2006 8:27,node 498,DISK,replaced 73gb hdd sdb,REPLACE
7/13/2006 8:28,node 532,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
7/13/2006 8:29,Console Switch 73,MISC,replaced cts73,REPLACE
7/15/2006 10:22,node 20,DISK,replaced 73gb hdd sdg,REPLACE
7/15/2006 10:23,node 247,DISK,replaced 73gb hdd sdg,REPLACE
7/15/2006 10:24,node 247,DISK,replaced 73gb hdd sdh,REPLACE
7/15/2006 10:26,node 263,CNTLR,replaced chain B ds2100,REPLACE
7/15/2006 10:28,node 401,DISK,replaced 73gb hdd sdc,REPLACE
7/15/2006 10:29,node 455,DISK,replaced 73gb hdd sdf,REPLACE
7/15/2006 10:30,node 547,DISK,replaced 73gb hdd sdi,REPLACE
7/15/2006 10:31,node 661,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
7/15/2006 10:33,node 759,PLATFORM,replaced system board,REPLACE
7/15/2006 10:34,Lustre Storage System 10,HSV,replaced hsv controler A,REPLACE
